TCGA_3L_AA1B_01A	TCGA_4N_A93T_01A	TCGA_4T_AA8H_01A	TCGA_5M_AAT4_01A
353194	1	0	0	0
353196	0	0	0	0
3532	3	1	0	0
353219	1	3	6	0
353238	3	0	0	0
353267	1	1	28	2
353274	1688	1203	963	1330
353288	0	0	0	0
353299	0	1	0	0
353322	76	76	118	279
353323	0	0	0	0
353324	94	41	28	24
353329	1	0	1	2
353332	0	0	0	0
353333	0	0	0	0
353345	15	2	2	1
353355	84	54	34	40
353376	3	3	0	0
353497	42	7	8	26
353500	653	202	89	425
353511	221	173	94	200
353512	58	49	32	74
353513	0	0	0	0
353514	42	3	2	87
353515	0	0	0	0
3537	0	0	0	0
3538	6095	3383	1402	118
3539	2921	1062	1634	170
354	203	2	50	3
3540	2	0	0	0
3541	0	0	0	0
3542	17	17	2	1
3543	4	4	1	1
3547	36	8	9	7
3549	5551	12656	2255	9554
355	427	739	473	398
3550	5415	5753	2276	4000
3551	3800	1970	2205	1620
3552	61	39	13	138
3553	120	99	124	398
3554	1357	196	338	446
3556	218	205	117	408
3557	212	266	249	484
3558	3	0	0	0
3559	113	21	23	33
356	52	10	1	4
3560	500	156	50	139
3561	450	1639	327	921
3562	0	1	0	0
3563	350	1895	178	333
3565	1	3	1	0
3566	3499	4917	2000	2794
3567	2	0	1	3
3568	20	4	2	1
3569	31	5	1	35
357	1312	106	222	945
3570	411	260	217	277
3572	3274	1632	1130	1370
3573	0	1	1	0
3574	178	129	115	73
3575	933	259	364	121
3576	281	113	157	1438
3577	7	2	5	23
3578	0	0	0	0
3579	51	14	19	21
358	2045	1049	178	920
3580	15	7	8	4
3581	0	0	0	0
3586	10	1	1	4
3587	644	209	117	201
3588	62	64	53	43
3589	40	37	19	45
359	2	3	1	7
3590	434	869	226	478
3592	25	67	1	54
3593	4	8	1	2
3594	231	113	34	43
3595	65	7	21	14
3596	2	0	0	1
3597	11714	5132	2903	8524
359710	0	0	0	0
359730	0	0	0	1
359731	0	0	0	0
359732	0	0	0	0
359736	0	0	0	0
359737	0	0	0	0
359738	0	0	0	0
359739	1	2	1	2
359740	0	0	0	0
359741	0	0	0	0
359742	0	1	0	0
359743	5	1	2	3
359744	0	4	0	0
359745	0	0	0	0
359746	0	0	0	0
359747	0	0	0	0
359748	0	0	0	0
359749	0	0	0	0
359751	0	0	0	0
359752	2	3	0	1
359753	0	0	0	0
359755	0	0	0	1
359757	0	0	1	0
359758	0	0	0	0
359760	0	0	1	0
359761	5	24	7	8
359762	0	0	0	0
359763	0	0	0	0
359766	0	0	0	0
359767	0	0	0	0
359769	0	0	0	0
359770	0	1	0	0
359771	0	0	0	0
359772	1	3	2	2
359773	0	0	0	0
359774	5	4	1	0
359775	0	0	0	1
359776	0	0	0	0
359777	0	0	0	0
359778	0	0	0	2
359779	0	0	0	0
359781	0	0	0	1
359782	0	0	0	0
359787	0	0	0	0
359791	0	0	0	0
359792	13	8	1	4
359793	0	0	0	0
359794	0	0	0	0
359795	0	3	0	0
359796	0	0	0	1
359797	0	0	0	0
359798	0	0	0	0
359799	0	0	0	0
3598	30	8	0	20
359800	1	2	0	0
359802	0	0	0	0
359803	2	1	0	1
359804	0	2	1	4
359806	0	0	0	0
359809	18	14	9	10
359822	0	0	0	0
359844	0	0	0	1
359845	699	147	109	394
359941	0	0	0	0
359948	9908	10916	3112	10672
359996	0	0	0	0
359997	0	0	0	0
36	977	1576	1428	2526
360	2229	124	959	155
3600	129	66	87	34
360001	0	0	0	0
360002	0	0	0	0
360003	0	0	0	0
360008	0	0	0	0
360009	0	0	0	0
360014	0	0	0	0
360015	0	0	0	0
360016	0	0	0	0
360017	0	0	0	0
360018	0	0	0	0
360019	18	33	20	25
360020	0	0	0	0
360021	0	1	0	0
360023	966	781	548	1088
360024	0	0	0	0
360028	0	1	0	0
360030	0	0	0	0
3601	738	1002	470	1118
360132	133	76	73	106
360155	4	0	6	3
360156	0	0	0	0
360157	0	0	0	0
360158	0	0	0	0
360159	73	43	45	83
360160	0	0	0	0
360163	0	0	0	0
360165	9	7	4	3
360166	5	7	6	13
360167	0	0	0	0
360168	0	0	0	0
360172	0	0	0	0
360174	0	0	0	0
360175	0	0	0	0
360176	0	0	0	0
360177	2	5	3	6
360178	0	0	0	0
360179	0	0	0	0
360180	0	0	0	0
360181	1	0	0	0
360182	42	100	23	32
360183	0	0	0	2
360184	0	0	0	0
360185	0	1	0	1
360186	0	0	0	0
360187	0	0	0	0
360188	0	0	0	0
360200	43	55	58	117
360203	0	0	0	0
360205	6	13	52	40
360226	1	145	0	19
360227	1	4	1	1
3603	435	165	64	76
3604	101	27	21	14
3605	16	13	3	3
3606	398	2891	2170	1659
3607	2937	3881	1869	4704
3608	7388	5170	3418	9672
3609	17323	17061	10120	19168
361	1	1	0	1
3611	69	37	25	32
3612	869	1054	974	1055
3613	1066	1356	715	2024
3614	3531	7761	4825	7806
3615	13230	9460	8845	26847
3617	16	17	19	18
3619	1172	786	1084	2961
362	5	8	2	11
3620	73	53	23	68
3621	964	1923	857	1156
3622	248	214	223	495
3623	4	23	0	10
3624	1079	222	82	748
3625	1105	46	64	416
3626	4	10	4	2
3627	66	65	13	94
3628	1290	3142	1074	1540
363	42	17	18	49
3630	0	0	0	1
3631	1505	914	567	1253
3632	879	983	1037	1521
3633	540	384	384	412
3635	4626	3608	2301	3839
3636	8151	7597	2646	9198
3638	2674	4489	2502	8729
364	145	299	79	59
3640	19	32	26	29
3641	0	1	1	0
3642	82	1	4	1
3643	2939	5930	2758	3743
3645	7	1	3	25
3646	21226	12537	15725	31558
3647	0	0	0	0
3651	607	1139	218	723
3652	545	235	314	316
3654	16789	4993	5278	24136
3655	25883	13188	12386	19762
3656	340	159	159	840
3658	3132	961	1290	1823
3659	1957	1490	684	1617
366	28	4	8	152
3660	1908	1468	1232	1427
3661	3291	4700	2305	3711
3662	381	135	55	37
3663	385	622	193	565
3664	3719	6461	5085	5489
3665	833	2562	366	927
3667	1205	191	346	1745
3669	708	615	297	499
367	72	15	28	31
3670	1	2	8	10
3671	4011	565	109	1049
3672	4311	1063	390	1627
3673	8619	4546	2214	3370
3674	18	12	3	22
3675	5978	17402	7010	5116
3676	655	125	103	236
3678	1626	415	568	2000
3679	880	738	281	603
368	301	586	396	317
3680	1806	128	316	1369
3681	4	13	2	6
3682	527	464	562	856
3683	605	226	65	134
3684	256	59	14	92
3685	3848	2396	1831	2249
3687	555	190	65	342
3688	12847	5592	8235	11838
3689	1771	362	154	478
369	3853	3283	2401	6234
3690	196	62	44	149
3691	20377	40236	24321	23514
3692	5764	6679	2774	7164
3693	4557	7497	2198	4898
3694	1830	1103	1138	821
3695	183	187	226	113
3696	2125	811	479	695
3697	7	28	1	0
3698	17	90	2	29
3699	58	29	1	11
37	13745	15049	17835	14681
3700	1	5	3	3
3702	174	52	67	35
3703	7702	9842	4792	11494
3704	4291	3600	1841	3037
3705	5528	5122	4443	8295
3706	358	313	76	85
3707	1702	909	643	1286
3708	1060	126	289	276
3709	8895	512	702	1182
3710	8329	11624	6397	16654
3712	2359	2815	3306	3464
3713	40	0	0	1
3714	1738	2601	1006	6879
3716	9471	3596	4086	4928
3717	527	650	424	796
3718	855	256	97	369
372	7855	6711	4195	10559
3720	1384	986	643	1003
3725	20872	12956	4703	13467
3726	6281	11567	2900	8708
3727	5401	19453	7092	7850
3728	26255	56255	25630	28633
373	454	300	135	228
3730	136	52	52	182
373156	13217	21368	6942	9919
373159	4	2	0	6
3732	1679	2761	813	1512
3734	0	228	0	0
3735	7783	8660	4543	9558
373509	37	14	25	19
3736	1	0	1	0
3737	181	27	3	9
3738	45	2	15	5
373856	29	2	3	3
373861	6	1	0	0
373863	0	0	0	0
3739	0	1	0	0
374	6563	495	1024	10690
3741	25	13	4	29
3742	5	0	8	0
374286	27	20	20	8
374291	407	306	266	482
3743	1	2	0	2
374308	0	1	1	1
374354	772	1655	1313	2001
374355	0	0	0	0
374378	313	483	50	1425
374383	638	567	553	1731
374387	2	4	1	0
374393	712	590	709	898
374395	723	1186	605	930
3744	3	0	0	0
374403	374	245	61	88
374407	6	3	2	5
374454	1	0	0	0
374462	0	1	0	0
374470	10	4	1	1
374491	0	3	2	1
3745	82	18	6	40
374500	0	0	0	0
374569	32	14	52	18
3746	15	7	3	7
374618	201	47	101	122
374650	31	8	11	10
374654	902	227	270	296
374655	2683	793	947	1173
374659	371	315	220	408
374666	316	430	128	267
374677	89	53	8	39
3747	0	0	1	0
374739	1	1	0	1
374768	0	1	0	2
374786	42	23	27	25
3748	129	92	58	90
374819	171	1006	104	413
374860	4	0	1	0
374864	5	2	0	1
374868	746	508	359	434
374872	42	10	5	23
374875	166	441	119	207
374877	820	279	173	243
374879	97	262	133	197
374882	570	1003	516	1288
374887	105	1217	115	211
374890	0	0	0	0
374897	72	3	1	10
374899	61	9	7	13
3749	689	1017	923	978
374900	158	17	10	17
374907	967	934	372	489
374918	5	1	1	43
374920	564	647	242	513
374928	51	224	35	164
374946	62	9	17	7
374955	4	4	0	2
374969	270	245	143	256
374973	8	1	3	0
374977	44	64	34	59
374986	850	363	520	597
374987	2	1	1	2
375	19323	28748	19530	27404
3750	193	276	81	108
375033	297	140	85	355
375035	2684	3747	1900	4095
375056	2999	2646	2266	2567
375057	44	3	10	18
375061	369	860	113	549
3751	3	1	0	4
375133	316	293	202	320
375189	38	34	6	32
375190	137	137	62	105
3752	188	23	93	37
375248	230	148	113	336
375260	338	337	150	225
375287	429	289	105	116
375295	91	125	4	383
375298	52	1	3	0
3753	3	2	5	1
375307	4	2	0	1
375316	30	12	12	10
375318	0	5	2	17
375323	2	1	1	0
375337	0	0	0	0
375341	253	447	329	161
375346	19	17	9	36
375350	1	0	0	0
375387	145	84	23	166
3754	5	0	0	6
375444	135	119	62	339
375449	2198	1103	905	459
375484	980	781	332	1071
3755	68	380	3	9
375513	0	0	0	0
375519	2	0	0	12
375567	27	4	2	2
375593	9	13	12	11
3756	24	9	0	6
375601	0	0	0	0
375607	179	13	3	11
375611	0	0	0	2
375612	16	76	11	19
375616	497	295	494	763
375686	10	10	6	9
375690	35	29	28	40
3757	2301	564	119	989
375704	21	2	5	6
375719	3	0	26	11
375743	1606	915	760	1365
375748	956	793	469	946
375757	628	470	289	753
375759	27	41	36	85
375775	348	2921	468	275
375790	7176	7152	4071	6379
375791	48	130	36	90
3758	2	0	0	1
375850	0	0	0	0
3759	1448	749	494	95
375940	0	2	0	0
3760	709	4	1	7
3761	1	13	0	1
376132	0	0	0	0
3762	61	5	0	13
376267	4174	2822	3285	4489
3763	2	3	1	5
3764	307	15	11	103
376412	0	0	1	1
376497	582	2017	589	1103
3765	6	4	0	1
3766	44	29	11	19
376693	155	372	104	208
3767	576	151	62	274
3768	21	106	1	37
376818	0	0	0	0
376844	0	0	0	0
3769	4	0	2	3
376940	623	455	174	664
377	7928	9349	7769	8768
3770	76	157	134	147
377007	43	38	2	30
377047	0	0	0	0
3772	9	3	0	24
3773	14	4	2	1
377381	138	221	31	142
3775	807	1517	1181	1271
3776	19	2	1	1
377630	0	0	0	1
377677	536	921	865	761
3777	271	5	3	0
3778	598	24	417	67
377841	402	1490	494	210
3779	242	39	43	68
377997	0	0	0	0
378	7691	9864	5287	6919
3780	15	3	3	7
378001	0	0	0	0
378008	0	0	0	0
378009	0	0	0	0
378010	0	0	0	0
378011	0	0	0	0
378013	0	0	0	0
378014	0	0	0	0
3781	10	7	6	16
378108	6	9	1	6
3782	335	61	28	66
3783	7533	17394	5681	12977
3784	3176	5398	3024	4455
3785	7	0	4	5
3786	31	6	12	42
3787	4	74	3	18
378706	0	0	0	0
378707	12	23	3	96
378708	38	49	36	60
3788	5	2	0	1
378805	381	442	67	361
378807	0	4	2	3
378810	0	0	0	0
378818	0	0	0	0
378819	0	0	0	0
378825	1	0	0	0
378828	0	0	0	0
378832	0	0	0	4
378884	226	191	59	147
378925	1	2	4	1
378938	11227	22662	6207	8528
378948	0	0	0	0
378949	0	0	0	0
378950	0	0	0	0
378951	0	0	0	0
378952	0	0	0	0
378953	0	0	0	0
378955	0	11	0	0
378956	0	0	0	0
379	70	157	14	179
3790	221	1152	37	173
379005	0	0	0	0
379006	0	0	0	0
379008	0	55	0	0
379009	0	0	0	0
379011	0	0	0	0
379012	0	0	0	0
379013	0	3	1	0
379024	0	0	0	0
379025	1809	1897	1046	1667
379027	0	0	0	0
379028	0	0	0	0
379029	0	0	0	0
379030	0	0	0	0
379031	0	0	0	0
379032	0	0	0	0
379033	0	0	0	0
379034	0	0	1	0
3791	776	295	163	638
3792	27	6	0	5
3795	341	311	345	1533
3796	3204	1537	1071	1659
3797	543	529	203	987
3798	68	40	3	57
3799	17216	7241	7572	14604
38	1731	2100	914	3893
380	0	0	0	0
3800	50	26	14	42
3801	947	210	83	497
3802	0	0	1	0
3804	1	0	0	0
3805	0	1	1	0
3809	0	0	0	0
381	5377	6101	3361	6832
3811	0	0	0	0
3812	1	0	0	2
3814	9	213	15	167
3815	1052	399	62	125
3816	2505	1746	969	286
3817	28	0	0	0
3818	50	14	51	7
382	6634	3966	5370	8425
3820	87	44	32	2
3821	2	4	15	2
3822	73	0	0	2
3823	6	0	1	0
3824	19	17	11	11
3827	3	149	11	18
383	9	15	7	2
3831	926	939	630	1706
3832	1246	985	1842	3529
3833	1202	1145	1395	3682
3834	7	75	3	9
3835	1822	1564	1310	3016
3836	1363	1424	1178	1727
3837	11411	6598	7948	14653
3838	5420	3603	6530	9297
3839	2437	2474	1823	2368
384	397	58	74	364
3840	4124	3815	3421	5265
3841	529	301	161	272
3842	7007	3532	2675	5478
3843	10547	9348	6195	12849
3844	0	0	0	0
3845	2722	2606	2174	1956
3846	9	50	8	10
3848	23	0	7	1
3849	2	1	0	0
3850	0	0	1	0
3851	0	13	17	13
3852	1433	1	4	42
3853	140	8	308	279
3854	174	270	790	2016
3855	110	45	87	155
3856	97860	155265	164620	100490
3857	0	0	1	1
3858	1001	822	395	971
3859	20	15	66	28
3860	73	3	2	2
3861	173	0	3	1
386593	13	28	6	16
386597	12	7	1	8
3866	292	437	176	521
386607	0	0	0	0
386608	0	0	0	0
386610	0	0	0	0
386617	0	1	0	1
386618	7	21	3	5
386627	151	213	84	113
386653	1	0	0	2
386654	0	0	0	0
386665	0	9	0	1
386672	1	3	0	2
386674	0	0	1	0
386675	0	1	0	0
386676	0	0	0	0
386677	0	3	0	0
386678	0	0	0	0
386679	0	4	2	0
386680	1	1	0	0
386681	0	1	0	0
386682	0	0	0	0
386683	0	0	0	0
386684	0	0	0	0
386685	0	0	0	0
386687	0	6	0	0
386688	0	0	0	0
386689	0	0	0	0
386690	0	0	0	0
386691	0	0	0	0
386692	0	0	0	0
386693	0	0	0	0
386694	0	0	0	0
386695	0	0	0	0
386696	0	0	0	0
386697	0	0	0	0
386699	0	0	0	0
386724	0	1	0	0
386726	0	7	0	0
386729	0	1	0	0
386730	0	0	0	0
386731	0	0	0	0
386732	0	0	0	0
386734	0	0	0	0
386735	0	0	0	0
386736	0	0	0	0
386737	0	0	0	0
386739	0	0	0	0
386740	0	0	0	0
386741	0	0	0	0
386742	0	0	0	0
386744	0	0	0	0
386745	0	0	0	0
386746	0	0	0	0
386757	0	0	0	0
386758	21	16	5	6
3868	134	16	27	400
387	18903	21542	14061	19553
387032	369	250	138	240
387036	36	27	19	18
387039	0	0	0	0
387043	0	0	0	0
387044	0	0	0	0
387046	1	0	0	1
387055	0	0	0	0
387063	0	1	0	0
387065	0	0	0	0
387066	2627	2212	1005	3997
387071	0	1	0	0
387074	0	0	0	0
387082	2	5	1	3
387090	0	0	0	0
387101	242	364	487	2309
387103	517	640	581	1740
387104	4	0	3	3
387107	47	43	19	51
387111	3	1	0	0
387117	0	0	0	0
387119	130	45	20	86
387122	0	0	0	0
387129	0	2875	61	654
3872	482	165	290	459
387254	0	0	0	0
387263	881	913	405	804
387264	105	578	79	167
387266	1	0	0	1
387267	14	26	1	2
387273	6	26	4	6
387275	0	1	0	0
387276	0	0	0	0
387316	0	0	0	0
387317	0	0	0	0
387319	0	0	0	0
387321	0	0	0	0
387322	0	0	0	0
387323	0	0	0	0
387325	0	0	0	0
387328	1	0	0	0
387332	1	2	0	0
387338	1114	473	748	1147
387357	37	13	14	5
387359	0	0	0	0
387361	0	0	0	0
387362	0	0	0	0
387363	0	0	0	0
387364	1	0	0	0
387486	0	0	0	0
387491	0	0	0	0
387492	22	39	29	35
387494	0	1	1	1
387495	0	0	0	0
387496	745	1049	2398	1855
3875	43836	72612	60168	55288
387509	2401	2517	832	960
387521	1573	1582	984	2964
387522	0	0	0	0
387559	0	0	0	0
387590	73	3	5	11
387597	174	77	41	142
3876	17	30	21	8
387601	0	0	0	0
387612	0	0	0	0
387615	0	0	0	0
387628	1	0	0	0
387640	23	3	3	7
387644	40	8	8	6
387646	56	7	7	9
387647	0	0	0	0
387680	1561	2716	1433	1447
387684	0	0	1	1
387694	1	2	16	2
387695	3286	8188	19499	1492
387700	6	0	0	5
387703	3	1	0	1
387707	22	9	9	12
387712	6	6	7	9
387715	1	0	0	0
387718	0	0	0	0
387723	148	169	122	175
387733	37	2	12	1
387742	1	0	0	0
387745	24	7	5	15
387747	0	1	0	2
387748	0	0	0	0
387751	203	52	57	50
387753	6	14	3	10
387755	193	29	42	20
387758	492	68	26	299
387763	557	208	51	439
387775	1	4	0	0
387778	24	34	46	49
387787	99	163	49	282
387804	71	13	31	89
387810	0	0	1	0
387815	0	0	0	0
387820	207	143	122	168
387836	0	1	0	0
387837	3	1	1	0
387841	131	138	72	138
387845	29	13	6	11
387849	52	4	27	4
387853	0	0	0	0
387856	43	11	4	20
387867	21	22	10	9
387882	2117	4122	1260	4270
387885	19	52	39	24
387890	36	12	1	24
387893	1389	1554	1220	1779
387895	13	2	0	3
3879	2	5	1	1
387911	0	4	2	2
387914	179	39	10	125
387921	2089	3243	1365	1229
387923	213	508	17	131
387924	1	0	0	1
387933	11	22	2	13
387934	2	5	2	7
387978	0	2	0	0
387990	6	8	2	11
388	10289	7942	4839	12120
3880	36310	36113	34265	31134
388007	0	0	0	0
388011	26	8	17	4
388015	0	0	0	0
388021	17	7	0	0
388076	0	0	0	2
388077	1	1	0	3
3881	34	0	1	5
388104	0	2	4	2
388112	5	2	2	0
388115	797	917	753	898
388121	429	15	54	103
388122	3	3	1	0
388125	51	58	6	5
388132	10	3	0	3
388135	68	7	0	23
388152	55	16	4	50
388165	95	21	57	39
388181	0	0	0	0
388182	42	13	8	10
3882	56	1	1	0
388228	816	132	39	116
388254	2	0	2	0
388255	15	5	2	0
388272	315	416	228	466
388275	36	14	11	15
388276	0	0	0	0
388284	39	72	26	29
3883	0	0	0	0
388323	16	44	17	32
388324	135	171	141	96
388325	95	24	11	17
388327	96	127	133	145
388333	1	1	0	0
388335	73	313	129	37
388336	37	1	1	3
388339	29	35	3	34
388341	1034	696	525	952
388344	825	1735	494	2148
388363	299	303	81	322
388364	1	1	59	1
388381	0	3	0	1
388387	5	4	1	1
388389	0	0	0	0
388394	0	0	0	0
3884	0	0	0	2
388401	6	1	0	1
388403	1104	1413	651	733
388406	0	0	0	0
388407	7	3	18	18
388419	6	0	0	5
388428	0	0	0	2
388456	0	0	0	0
388460	5	1	2	2
388468	0	0	0	0
388474	48	38	5	26
388478	0	0	0	0
388499	1	3	1	0
3885	0	1	0	13
388503	1	124	0	51
388507	3	11	4	3
388512	41	11	4	2
388514	16	2	2	3
388523	2	1	0	0
388531	1	8	5	7
388532	2	3	0	12
388533	5	2	0	3
388536	199	233	61	186
388550	6	0	4	7
388551	2	1	4	1
388552	789	1085	642	1316
388553	4	2	3	26
388555	4	1	2	1
388558	322	417	142	300
388559	1121	2014	1503	1034
388561	810	1626	507	1131
388564	490	1247	605	967
388566	440	559	234	235
388567	265	173	187	359
388569	243	164	201	250
388574	5	0	1	1
388579	5	0	0	0
388581	83	663	128	122
388585	6	4	30	17
388588	51	91	2	52
388591	550	659	450	369
388595	35	58	17	7
3886	56	0	0	0
388605	31	7	2	3
388610	403	54	23	510
388611	1	105	26	45
388621	2	12	0	10
388630	90	3	5	30
388633	54	2	0	3
388646	0	1	0	1
388649	1	1	3	2
388650	575	389	311	487
388662	16	1	1	16
388667	0	0	0	0
388677	4	0	4	2
388685	252	131	25	86
388692	0	0	0	0
388695	363	434	142	604
388697	15	1	1	4
388698	2	1	0	0
3887	3	32	3	115
388701	0	2	1	2
388707	7	16	5	5
388714	1	1	0	1
388719	1	1	0	0
388722	166	86	75	72
388730	88	120	32	100
388734	10	46	7	8
388743	3530	12916	6284	5375
388753	519	1069	643	872
388759	11	63	5	7
388761	0	0	0	0
388762	0	0	0	0
388780	2	3	1	1
388789	626	1075	320	976
388795	15	12	4	20
388796	3428	4947	1873	9363
388799	8	10	1	0
3888	0	0	0	0
388815	72	55	7	19
388818	0	0	0	0
388820	0	0	0	0
388830	0	0	0	1
388849	48	13	21	27
388882	1	0	3	138
388886	822	260	52	455
3889	52	12	1	8
388906	273	239	172	261
388907	31	30	17	42
388910	0	0	0	0
388925	0	0	0	0
388931	36	40	7	25
388939	2	0	0	0
388942	2	1	0	3
388946	0	0	0	0
388948	3	2	4	1
388951	1	0	1	2
388955	9	31	15	15
388960	0	0	0	0
388962	301	359	232	963
388963	17	19	18	20
388965	0	0	0	0
388969	1823	3333	772	1325
389	4464	7191	3661	4633
3890	1	0	1	4
389000	0	0	0	0
389015	1	37	2	2
389023	3	0	2	1
389033	0	0	1	0
389043	21	9	1	2
389053	9	8	1	5
389058	1786	134	226	108
389072	649	499	441	622
389073	0	0	0	0
389075	0	0	0	0
389084	841	982	519	1468
389090	0	0	0	0
3891	0	0	1	0
389101	7	3	1	6
389112	26	20	7	16
389114	79	360	65	153
389118	2	2	11	4
389119	59	18	5	27
389120	2	9	5	5
389123	0	0	0	0
389124	0	0	0	0
389125	1	2	0	0
389127	0	1	0	4
389136	180	34	22	62
389137	1	2	0	2
389141	10	6	1	7
389144	7	0	1	0
389151	0	0	0	0
389152	0	0	0	0
389156	8	6	0	4
389158	0	0	0	0
389160	8	0	4	1
389161	2	1	0	1
389168	16	17	10	10
389170	15	36	20	12
389177	0	0	0	0
389179	26	11	2	8
389180	0	0	0	0
389197	8	3	0	2
3892	8	14	7	25
389203	1539	731	570	1485
389206	15	7	1	0
389207	0	0	0	0
389208	0	0	0	0
389217	4	3	3	2
389223	29	15	4	8
389240	127	128	33	102
389246	1	0	0	0
389247	33	10	8	30
389257	2	3	1	5
389273	0	0	0	0
389289	73	56	13	43
389293	1	0	0	1
389320	46	48	12	31
389322	24	25	11	9
389332	51	410	13	225
389333	222	217	94	172
389336	6	3	1	7
389337	1052	1088	330	471
389342	4456	89	2484	7809
389362	654	1726	638	1031
389376	80	38	30	62
389383	2	7	0	2
389384	1483	2620	365	1367
389386	0	0	0	0
389395	1	0	1	0
389396	9	0	5	0
389400	0	0	0	0
389404	9	6	0	5
389416	2	0	0	0
389421	0	0	0	0
389424	5	6	0	4
389428	3	0	1	3
389432	197	16	468	652
389434	4449	2337	1659	1879
389458	1	2	1	1
389465	3	2	0	0
389493	1	0	1	0
3895	8911	5908	7318	12682
389524	333	316	141	168
389537	31	32	8	33
389541	3040	5532	2344	5515
389549	133	1	358	31
389558	47	5	4	7
389599	1	0	0	0
389610	3	0	1	0
389611	0	0	0	0
389616	0	0	0	0
389618	0	0	0	0
389626	5	0	7	2
389630	0	0	0	0
389631	0	0	0	0
389633	0	0	5	9
389634	5	13	2	7
389641	219	163	160	175
389643	54	22	16	5
389644	2	3	0	0
389649	0	0	0	0
389652	1	0	0	1
389655	6	29	0	4
389658	64	199	65	141
389662	1	1	0	1
389668	2	2	0	17
389672	14	8	2	7
389674	17	11	4	11
389676	3	0	0	0
389677	919	553	457	823
389690	1	3	3	4
389692	3	1	1	0
3897	283	176	6	1003
389715	0	0	0	0
389727	0	0	0	0
389730	0	0	0	0
389740	10	0	1	8
389741	45	21	5	16
389756	0	0	4	0
389761	0	0	0	0
389762	0	0	0	0
389763	0	0	0	0
389766	1	2	2	3
389787	23	43	4	7
389792	357	522	206	433
389799	0	1	4	2
3898	8333	12633	10210	10745
389812	21	1	36	62
389813	393	2384	405	545
389816	77	4	57	3
389827	26	0	0	2
389840	5	9	6	23
389842	11	9	4	19
389844	2	0	2	8
389849	39	26	17	21
389852	2	0	0	1
389856	222	340	83	428
389857	0	0	0	0
389860	0	4	1	10
389866	11	2	3	7
389873	1	1	0	0
389874	0	0	0	0
389884	4	4	1	1
389895	0	0	0	0
389898	0	1	0	0
3899	125	29	12	18
389901	11	6	2	2
389903	0	0	2	0
389932	2	6	6	13
389935	0	1	0	0
389941	56	71	63	55
389948	0	0	0	0
389970	1	0	5	1
389976	1	0	0	2
389990	1	0	0	0
389992	0	0	0	0
389997	0	0	0	0
39	699	1142	761	2127
390	1745	1658	887	2168
390003	22	16	3	23
390006	1	5	3	2
390007	0	0	0	0
390010	0	0	0	0
390012	0	0	0	0
390028	0	0	0	0
390030	1	3	0	0
390031	0	1	0	0
390033	0	0	0	0
390034	0	0	0	0
390035	11	7	0	13
390036	0	0	0	0
390037	2	2	0	1
390038	1	0	1	0
390039	1	0	0	0
390040	0	0	0	0
390041	0	0	0	0
390043	0	0	0	0
390044	0	0	0	0
390046	0	0	0	0
390053	0	0	0	0
390054	0	0	0	0
390058	0	0	0	0
390059	1	0	0	2
390061	0	0	0	0
390063	0	0	0	2
390064	0	1	0	0
390066	2	0	0	0
390067	0	1	0	0
390072	3	1	0	1
390073	0	0	0	0
390075	0	0	0	0
390077	2	1	0	0
390078	0	0	0	0
390079	0	1	0	0
390081	0	0	0	0
390082	0	0	0	0
390083	1	1	0	1
390084	0	0	0	0
390091	0	0	1	0
390093	0	0	0	1
390098	0	0	0	0
390099	0	0	0	0
390101	0	0	0	0
390102	0	2	0	1
390110	0	0	0	0
390113	0	0	0	0
390116	0	0	0	0
390117	0	0	0	0
390131	0	0	0	0
390133	0	0	0	0
390134	0	0	0	0
390136	0	0	0	0
390137	0	0	0	0
390138	0	0	0	0
390139	0	0	0	0
390142	0	0	0	0
390144	0	0	0	0
390148	0	0	0	0
390151	0	0	0	0
390152	0	0	0	0
390154	0	0	0	0
390155	0	0	0	0
390157	0	0	0	0
390158	4	2	2	5
390162	0	0	0	0
390166	2	1	0	0
390167	0	0	0	0
390168	0	0	0	0
390174	0	0	0	0
390181	0	0	0	0
390183	26	4	2	4
390186	0	0	0	0
390190	0	1	0	0
390191	0	1	0	0
390195	0	0	0	0
390197	0	0	0	0
390199	0	0	0	0
3902	108	79	106	82
390201	0	0	0	0
390203	0	0	0	0
390205	143	54	302	36
390211	2	1	6	0
390212	0	0	0	0
390213	13	43	49	72
390215	1	0	0	0
390218	4	6	1	6
390221	0	1	2	0
390224	0	0	0	0
390225	1	0	0	0
390226	0	1	0	4
390228	0	0	0	0
390231	0	0	0	0
390233	0	0	0	0
390239	0	0	0	0
390243	10	0	0	0
390245	0	0	0	0
390259	1	0	0	0
390260	0	0	0	0
390261	0	0	0	0
390264	1	0	1	0
390265	0	0	0	0
390266	0	0	0	0
390267	0	0	0	0
