GENE	104307-001-001R	104307-001-072	104307-001-040	104307-001-081	104307-001-033	104307-001-049	104307-001-089	104307-001-009	104307-001-065	104307-001-017	104307-001-025	104307-001-057
ENSG00000229010.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229011.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229012.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229013.1	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000229014.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229015.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229016.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229017.6	117	17	28	37	36	88	80	44	49	74	15	15
ENSG00000229018.5	1	4	2	1	3	1	10	0	13	19	0	0
ENSG00000229019.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229020.4	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000229021.2	9	4	1	0	4	0	0	0	0	0	0	4
ENSG00000229022.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229023.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229025.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229027.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229028.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229029.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229030.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229031.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229032.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229035.2	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000229036.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229037.2	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000229042.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229043.2	155	7	10	45	16	41	23	46	89	31	11	7
ENSG00000229044.1	0	0	0	0	0	4	0	17	0	1	0	0
ENSG00000229046.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229047.1	1	0	1	0	0	0	0	0	2	0	10	0
ENSG00000229048.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229051.1	15	0	0	2	0	25	0	0	0	2	0	19
ENSG00000229052.2	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229054.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229056.2	0	0	1	0	22	0	0	22	23	9	38	0
ENSG00000229057.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229060.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229063.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229064.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229065.1	0	0	0	0	0	1	0	0	0	1	3	0
ENSG00000229066.1	12	0	0	0	1	16	0	39	1	0	0	9
ENSG00000229067.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229068.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229072.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229079.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229080.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229081.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229082.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229083.1	0	13	1	0	0	1	0	0	2	1	0	1
ENSG00000229086.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229087.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229088.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229089.8	0	3	0	0	0	0	0	0	1	0	0	0
ENSG00000229090.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229091.3	0	0	6	0	2	0	2	0	0	0	0	0
ENSG00000229092.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229093.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229097.1	0	0	1	0	0	0	0	0	0	0	13	0
ENSG00000229101.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229102.1	4	0	5	0	0	19	0	0	0	1	0	0
ENSG00000229104.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229105.1	14	0	0	0	0	0	7	0	0	0	0	0
ENSG00000229106.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229107.2	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000229108.1	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000229109.1	3	3	0	6	13	0	9	0	9	2	0	0
ENSG00000229110.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229111.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229112.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229115.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229116.2	1	0	7	22	13	3	8	9	17	16	11	1
ENSG00000229117.8	5468	5374	4323	3951	5133	4102	6222	8599	5172	4932	6460	3945
ENSG00000229118.1	6	0	1	0	0	1	0	0	1	1	0	0
ENSG00000229119.3	8	4	1	11	9	9	8	9	5	12	27	7
ENSG00000229120.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229122.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229124.6	44	32	33	32	52	12	5	28	54	41	11	0
ENSG00000229127.1	78	59	44	54	17	43	81	128	31	66	65	17
ENSG00000229129.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229131.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229132.2	13	19	11	0	4	7	1	42	5	8	32	5
ENSG00000229133.1	0	0	0	0	0	0	0	18	0	0	0	0
ENSG00000229138.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229140.9	81	17	11	72	57	89	17	4	27	42	13	18
ENSG00000229142.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229143.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229145.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229146.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229147.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229150.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229151.1	2	0	0	0	0	10	0	3	2	0	0	0
ENSG00000229152.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229153.5	76	0	100	5	13	38	1	103	12	6	59	5
ENSG00000229154.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229155.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229156.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229159.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229160.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000229161.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229162.1	6	0	6	0	0	0	0	0	0	12	0	0
ENSG00000229163.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229165.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229167.1	0	18	0	0	0	0	0	0	4	4	2	0
ENSG00000229168.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229169.1	0	0	4	0	0	0	0	39	0	0	0	0
ENSG00000229172.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229173.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229175.1	0	0	0	0	0	0	0	8	0	0	0	2
ENSG00000229177.1	0	0	2	0	0	4	0	0	0	2	0	0
ENSG00000229178.1	7	0	0	0	0	8	0	0	0	0	0	3
ENSG00000229180.7	440	281	403	287	326	300	309	704	384	526	443	195
ENSG00000229182.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229183.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229184.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229186.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229188.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229190.1	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000229191.1	0	0	0	0	0	1	0	0	0	3	1	2
ENSG00000229192.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229195.1	7	3	13	8	10	5	17	12	14	25	31	12
ENSG00000229196.3	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000229197.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229201.1	8	0	0	0	0	13	0	0	1	4	0	1
ENSG00000229203.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229204.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229205.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229206.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229207.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229208.1	10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229209.1	0	0	0	0	0	3	1	0	0	0	0	10
ENSG00000229211.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229212.8	51	15	15	7	20	8	30	2	6	7	10	1
ENSG00000229213.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229214.2	0	21	2	17	0	43	16	0	24	1	16	16
ENSG00000229217.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229220.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229221.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229222.1	0	0	10	0	14	19	13	30	5	1	3	14
ENSG00000229224.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229225.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229226.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229227.8	0	10	0	0	0	0	3	0	0	0	0	0
ENSG00000229228.1	0	0	0	3	5	0	0	0	4	3	3	0
ENSG00000229229.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229230.3	0	0	0	0	0	2	10	0	0	1	0	8
ENSG00000229231.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229232.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229232.6_PAR_Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229233.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229234.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229235.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229236.1	120	9	21	69	97	6	24	174	51	114	39	3
ENSG00000229237.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229238.3	4	0	0	2	0	14	0	0	0	0	0	0
ENSG00000229239.2	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000229240.8	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000229241.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229242.1	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000229243.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229245.2	19	0	0	2	2	10	1	0	0	0	0	9
ENSG00000229246.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000229247.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229248.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229249.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229250.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229251.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229254.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229255.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229256.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229257.2	0	0	0	0	0	0	0	0	1	0	0	6
ENSG00000229258.5	0	11	4	0	0	8	2	0	0	0	0	6
ENSG00000229259.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229261.1	0	0	0	0	0	3	0	0	0	0	0	2
ENSG00000229262.1	0	0	0	0	5	0	0	0	1	0	0	0
ENSG00000229263.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229266.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229267.2	6	0	1	13	12	10	5	3	15	11	12	8
ENSG00000229268.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229269.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229271.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229272.1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000229273.1	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000229274.1	11	0	0	3	0	0	0	0	0	0	0	0
ENSG00000229275.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229276.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229278.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229280.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229281.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229282.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229283.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229286.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229287.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229288.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229289.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229291.1	0	5	10	1	0	16	12	6	4	0	9	1
ENSG00000229292.1	0	0	0	0	0	1	0	3	3	0	15	0
ENSG00000229294.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229297.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229298.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229299.2	16	0	18	19	2	6	20	61	11	17	0	0
ENSG00000229301.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229302.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229303.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229305.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229306.1	0	0	0	0	0	4	0	12	0	0	0	0
ENSG00000229307.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229308.1	279	91	20	190	75	20	104	41	89	96	68	0
ENSG00000229309.2	0	0	0	0	0	7	0	0	0	0	0	5
ENSG00000229310.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229311.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229312.2	0	0	0	0	0	0	0	3	0	1	0	0
ENSG00000229313.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229314.5	99924	87528	30284	237515	21861	57097	339678	39739	29956	38981	17039	61887
ENSG00000229315.6	14	0	0	0	0	7	0	0	1	0	0	0
ENSG00000229316.1	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000229320.3	62	35	20	43	69	36	27	6	57	103	12	23
ENSG00000229321.1	0	0	0	0	0	3	0	0	0	1	0	0
ENSG00000229322.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229323.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229324.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229325.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229326.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229327.1	15	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229330.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229331.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229332.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229334.1	1	5	0	5	5	4	0	0	1	0	0	0
ENSG00000229335.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229336.1	5	0	0	1	0	0	2	0	0	0	0	0
ENSG00000229337.1	53	20	12	5	3	11	15	11	24	34	33	5
ENSG00000229338.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229339.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229343.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229344.1	52	61	29	145	62	75	72	112	24	39	45	132
ENSG00000229345.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229347.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229348.1	3	7	0	4	19	2	4	0	0	6	3	0
ENSG00000229349.2	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229351.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229352.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229356.1	11	0	0	4	10	2	11	10	0	17	0	5
ENSG00000229357.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229358.3	147	25	38	114	43	36	53	50	57	62	38	7
ENSG00000229359.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229360.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229361.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229365.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229367.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229368.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229369.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229370.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000229372.1	3	18	6	0	0	0	0	0	2	5	0	0
ENSG00000229373.8	7	0	0	0	0	2	0	0	0	0	23	0
ENSG00000229375.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229376.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229379.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229380.1	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000229382.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229384.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229385.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229386.3	0	0	0	5	0	0	0	0	0	0	0	0
ENSG00000229388.1	4	0	4	5	0	2	0	0	4	9	0	0
ENSG00000229389.2	11	0	0	0	0	2	0	0	0	0	0	0
ENSG00000229390.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229391.7	263	0	104	0	135	29	0	363	0	5	9	37
ENSG00000229393.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229395.1	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000229398.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229399.1	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000229400.1	5	47	2	0	0	0	14	0	0	0	0	0
ENSG00000229401.1	0	0	3	0	0	3	0	0	0	0	0	0
ENSG00000229402.1	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229403.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229404.5	5	0	0	1	0	0	2	0	0	0	0	0
ENSG00000229405.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229406.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229407.5	0	0	2	0	0	0	8	0	0	0	0	17
ENSG00000229409.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229413.2	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229414.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229415.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229416.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229417.1	64	9	24	65	23	32	22	0	23	56	17	11
ENSG00000229418.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229419.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229421.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229422.2	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000229423.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229424.1	1	0	0	0	0	3	0	0	1	2	0	0
ENSG00000229425.2	243	7	54	62	121	38	40	47	55	77	4	10
ENSG00000229427.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229431.1	0	0	0	0	0	0	0	0	0	4	0	3
ENSG00000229433.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229434.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229435.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229436.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229437.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229440.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229442.2	0	0	0	0	0	1	0	0	0	3	0	0
ENSG00000229443.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229444.1	6	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229447.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229452.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229453.2	14	0	0	0	0	3	0	0	0	0	0	0
ENSG00000229454.1	0	0	0	0	0	1	0	0	2	0	0	0
ENSG00000229455.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229456.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229457.1	5	0	0	1	0	7	0	0	0	1	0	0
ENSG00000229458.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229459.1	2	0	0	7	0	2	0	5	0	1	0	12
ENSG00000229462.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229463.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229465.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229466.1	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229468.1	5	0	2	0	0	5	0	0	6	0	0	0
ENSG00000229473.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229474.6	110	43	27	100	41	13	34	35	71	81	17	11
ENSG00000229478.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229483.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229484.1	28	0	12	3	6	11	0	21	1	15	6	0
ENSG00000229485.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229486.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229487.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229491.5	9	0	1	0	0	18	0	0	2	4	0	2
ENSG00000229492.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229494.1	3	0	0	0	0	0	0	1	0	0	0	7
ENSG00000229495.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229497.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229498.1	15	0	4	3	0	0	0	0	0	0	0	0
ENSG00000229500.1	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229502.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229503.1	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000229505.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229508.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229509.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229511.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229512.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229515.1	0	0	0	0	0	0	0	0	0	0	5	0
ENSG00000229518.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229519.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229520.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229521.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229522.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229525.1	0	0	0	2	0	0	0	0	4	1	0	6
ENSG00000229526.2	9	0	0	0	0	0	0	0	0	0	0	4
ENSG00000229528.1	0	0	0	0	0	1	0	0	0	4	0	3
ENSG00000229530.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229531.5	8	0	2	4	0	12	0	0	1	4	4	7
ENSG00000229532.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229533.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229534.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229536.2	10	4	2	0	0	0	0	0	1	4	0	0
ENSG00000229537.6	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000229539.1	15	20	7	0	0	2	15	1	7	19	0	0
ENSG00000229541.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229543.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229544.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229546.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229547.4	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000229549.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229550.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229551.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229553.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229554.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229557.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000229558.2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229559.2	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000229560.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229562.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229563.6	0	0	0	0	0	4	0	0	0	0	0	4
ENSG00000229565.1	0	0	0	0	0	0	0	4	0	0	8	2
ENSG00000229567.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229568.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229569.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229570.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229571.7	0	0	0	5	0	1	0	0	0	0	0	1
ENSG00000229572.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229578.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229579.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229582.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229585.4	11	29	50	70	30	46	8	92	13	11	28	79
ENSG00000229586.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229587.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229588.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229589.1	0	9	13	6	17	12	0	39	9	19	12	1
ENSG00000229590.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229591.1	0	0	2	6	0	7	10	18	2	2	2	0
ENSG00000229593.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229594.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229595.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229596.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229598.1	1	0	6	0	0	0	0	0	0	0	0	0
ENSG00000229599.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229600.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229601.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229603.1	22	0	0	0	0	15	0	0	0	3	0	0
ENSG00000229604.2	8	5	4	6	21	7	5	16	5	8	0	11
